================================================================================
Search Response Debug v3.2.0
Session start: 2026-01-13 17:58:47
================================================================================

[2026-01-13 17:58:47] [INFO] [Thread-512752423064] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-512752423064] 🚀 Search Response Debug v3.2.0 initializing...
[2026-01-13 17:58:47] [INFO] [Thread-512752423064] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] 🚀 Search Response Debug v3.2.0 loading...
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] 🔧 Installing comprehensive search hooks...
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: processLoadedFilterPeers
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putCachedPhoneBook
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putChannelAdmins
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putChannelViews
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putContacts
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putDialogs
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putEncryptedChat
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putGiftChatTheme
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putGiftChatThemes
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putMessages
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putMessages
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putMessages
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: getValidGroupedMessage
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putPushMessage
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateTextureViewPosition
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putSentFile
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putStoryPushMessage
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putUsersAndChats
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putWallpapers
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putWebPages
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: putWidgetDialogs
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessagesDrawable
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: removeFromDownloadQueue
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetinvalidateMessagesVisiblePart
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: replaceMessageIfExists
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fputinvalidateMessagesVisiblePart
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: searchSavedByTag
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateMessagesVisiblePart
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: setDialogViewThreadAsMessages
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateTextureViewPosition
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: setMessageSeq
[2026-01-13 17:58:53] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetfragmentContextView
[2026-01-13 17:58:53] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateDialogsWithDeletedMessages
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetfragmentContextView
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateDialogsWithReadMessages
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageCustomParams
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: onSearchLoadingUpdate
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessagePollResults
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageReactions
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateSearchUpDownButtonVisibility
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateSearchButtons
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageStateAndId
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageTopicId
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateSearchCountText
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageVerifyFlags
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageVoiceTranscription
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fputshowSearchAsIcon
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetshowSearchAsIcon
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageVoiceTranscription
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetshowSearchAsIcon
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateMessageVoiceTranscriptionOpen
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updatePinnedMessages
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked MessagesStorage: updateTopicsWithReadMessages
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [INFO] [Thread-493599114176] 📝 Hooked 302 methods in MessagesStorage
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$-7NAJCOnA5p9ngABU0DW4aJ2pAY
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$0IW-Y9IcHOnMMbE36SuSW8ezuww
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$G4J4QhC_t9Iph4mpU86IYSlLONw
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$Lg-UGk_7ymjxbp3ONZVO6ilhaSk
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$ON5-AO8MXnWWo0rSkGwIclqjNho
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$QyVQnD0fUlOnEWnn23HkwZe_fcg
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$XPoNKKMXzP3ZCnBwnDUfWVI37M4
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$xhwpH8fS4WNE7u0_hoOnciP_OU8
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: $r8$lambda$y3nfeh1LTuQV2Yl1XHOnJL155mQ
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: applyAppConfig
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: applyDialogNotificationsSettings
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: applyDialogsNotificationsSettings
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: applyFoldersUpdates
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: checkTosUpdate
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: findUpdateFirst
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: findUpdates
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: findUpdatesAndRemove
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getGlobalNotificationsSettings
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getNotificationsSettings
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getTagLongId
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getUpdateChannelId
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getUpdatePts
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getUpdatePtsCount
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getUpdateQts
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getUpdateSeq
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: getUpdateType
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: isValidUpdate
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$applyAppConfig$33
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$applyAppConfig$34
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkChatlistFolderUpdate$434
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkChatlistFolderUpdate$435
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateTextureViewPosition
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkTosUpdate$154
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkTosUpdate$155
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$386
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$387
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$388
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$389
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessagesDrawable
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$390
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetinvalidateMessagesVisiblePart
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$391
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fputinvalidateMessagesVisiblePart
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$392
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateMessagesVisiblePart
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$checkUnreadReactions$393
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateTextureViewPosition
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$convertToGigaGroup$249
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetfragmentContextView
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$convertToGigaGroup$250
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetfragmentContextView
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$convertToGigaGroup$251
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$convertToMegaGroup$244
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$convertToMegaGroup$245
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fputshowSearchAsIcon
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetshowSearchAsIcon
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$convertToMegaGroup$246
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetshowSearchAsIcon
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$didReceivedNotification$39
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$didReceivedNotification$40
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$didReceivedNotification$41
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$didReceivedNotification$42
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$didReceivedNotification$43
[2026-01-13 17:58:54] [DETAILED] [Thread-493599114176] ✅ Hooked org.telegram.messenger.MessagesController response: lambda$didReceivedNotification$44
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:54] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
